p:(0.593242,0.482821),h:1,n:84,cr:0.114292;
p:(0.108151,0.214685),h:0,n:0,cr:0;
p:(0.0919739,0.212751),h:0,n:0,cr:0;
p:(0.098755,0.215253),h:0,n:0,cr:0;
p:(0.0863021,0.221742),h:0,n:0,cr:0;
p:(0.0772312,0.214162),h:0,n:0,cr:0;
p:(0.0712106,0.219075),h:0,n:0,cr:0;
p:(0.0802966,0.205152),h:0,n:0,cr:0;
p:(0.1016,0.199589),h:0,n:0,cr:0;
p:(0.0566186,0.243159),h:0,n:0,cr:0;
p:(0.059159,0.246544),h:0,n:0,cr:0;
p:(0.0504231,0.242514),h:0,n:0,cr:0;
p:(0.0597312,0.237693),h:0,n:0,cr:0;
p:(0.0527493,0.25277),h:0,n:0,cr:0;
p:(0.0458152,0.25613),h:0,n:0,cr:0;
p:(0.045947,0.229859),h:0,n:0,cr:0;
p:(0.0374453,0.236172),h:0,n:0,cr:0;
p:(0.0594936,0.228336),h:0,n:0,cr:0;
p:(0.0678947,0.229578),h:0,n:0,cr:0;
p:(0.0540717,0.214951),h:0,n:0,cr:0;
p:(0.132941,0.174209),h:0,n:0,cr:0;
p:(0.13064,0.176614),h:0,n:0,cr:0;
p:(0.126792,0.17744),h:0,n:0,cr:0;
p:(0.137318,0.18295),h:0,n:0,cr:0;
p:(0.11678,0.176483),h:0,n:0,cr:0;
p:(0.105019,0.177612),h:0,n:0,cr:0;
p:(0.114433,0.190668),h:0,n:0,cr:0;
p:(0.699155,0.613948),h:0,n:0,cr:0;
p:(0.69773,0.614331),h:0,n:0,cr:0;
p:(0.693888,0.607799),h:0,n:0,cr:0;
p:(0.706237,0.620312),h:0,n:0,cr:0;
p:(0.708026,0.626886),h:0,n:0,cr:0;
p:(0.687316,0.615181),h:0,n:0,cr:0;
p:(0.691694,0.616651),h:0,n:0,cr:0;
p:(0.690229,0.630269),h:0,n:0,cr:0;
p:(0.714398,0.600467),h:0,n:0,cr:0;
p:(0.672169,0.602354),h:0,n:0,cr:0;
p:(0.671779,0.602904),h:0,n:0,cr:0;
p:(0.670169,0.603258),h:0,n:0,cr:0;
p:(0.667774,0.598815),h:0,n:0,cr:0;
p:(0.673825,0.613493),h:0,n:0,cr:0;
p:(0.663546,0.615209),h:0,n:0,cr:0;
p:(0.681074,0.587072),h:0,n:0,cr:0;
p:(0.678235,0.646129),h:0,n:0,cr:0;
p:(0.676393,0.648602),h:0,n:0,cr:0;
p:(0.673796,0.65914),h:0,n:0,cr:0;
p:(0.664491,0.629501),h:0,n:0,cr:0;
p:(0.702623,0.652807),h:0,n:0,cr:0;
p:(0.7146,0.653934),h:0,n:0,cr:0;
p:(0.646343,0.654866),h:0,n:0,cr:0;
p:(0.653002,0.65664),h:0,n:0,cr:0;
p:(0.633365,0.656319),h:0,n:0,cr:0;
p:(0.637988,0.641118),h:0,n:0,cr:0;
p:(0.637231,0.670433),h:0,n:0,cr:0;
p:(0.648194,0.671656),h:0,n:0,cr:0;
p:(0.648059,0.5855),h:0,n:0,cr:0;
p:(0.645816,0.587146),h:0,n:0,cr:0;
p:(0.641621,0.587121),h:0,n:0,cr:0;
p:(0.638887,0.591462),h:0,n:0,cr:0;
p:(0.657271,0.590279),h:0,n:0,cr:0;
p:(0.654215,0.567273),h:0,n:0,cr:0;
p:(0.649877,0.571767),h:0,n:0,cr:0;
p:(0.663383,0.563302),h:0,n:0,cr:0;
p:(0.64099,0.564422),h:0,n:0,cr:0;
p:(0.622711,0.605698),h:0,n:0,cr:0;
p:(0.613498,0.610174),h:0,n:0,cr:0;
p:(0.638713,0.606038),h:0,n:0,cr:0;
p:(0.638,0.606711),h:0,n:0,cr:0;
p:(0.637562,0.623288),h:0,n:0,cr:0;
p:(0.642888,0.631439),h:0,n:0,cr:0;
p:(0.678819,0.537161),h:0,n:0,cr:0;
p:(0.68218,0.540898),h:0,n:0,cr:0;
p:(0.688064,0.536115),h:0,n:0,cr:0;
p:(0.676934,0.566701),h:0,n:0,cr:0;
p:(0.668075,0.575683),h:0,n:0,cr:0;
p:(0.693841,0.563858),h:0,n:0,cr:0;
p:(0.735304,0.697393),h:0,n:0,cr:0;
p:(0.733421,0.703129),h:0,n:0,cr:0;
p:(0.727756,0.705472),h:0,n:0,cr:0;
p:(0.725023,0.709627),h:0,n:0,cr:0;
p:(0.715875,0.702895),h:0,n:0,cr:0;
p:(0.70135,0.704938),h:0,n:0,cr:0;
p:(0.710239,0.669083),h:0,n:0,cr:0;
p:(0.705372,0.670239),h:0,n:0,cr:0;
p:(0.710773,0.680262),h:0,n:0,cr:0;
p:(0.706106,0.682585),h:0,n:0,cr:0;
p:(0.722842,0.686698),h:0,n:0,cr:0;
p:(0.733225,0.66718),h:0,n:0,cr:0;
p:(0.703157,0.71837),h:0,n:0,cr:0;
p:(0.709863,0.722406),h:0,n:0,cr:0;
p:(0.694167,0.720239),h:0,n:0,cr:0;
p:(0.685524,0.722227),h:0,n:0,cr:0;
p:(0.682238,0.735732),h:0,n:0,cr:0;
p:(0.680263,0.737804),h:0,n:0,cr:0;
p:(0.679743,0.732801),h:0,n:0,cr:0;
p:(0.685075,0.744812),h:0,n:0,cr:0;
p:(0.714079,0.731969),h:0,n:0,cr:0;
p:(0.726389,0.737223),h:0,n:0,cr:0;
p:(0.706357,0.747094),h:0,n:0,cr:0;
p:(0.663653,0.680556),h:0,n:0,cr:0;
p:(0.661683,0.685416),h:0,n:0,cr:0;
p:(0.668004,0.687159),h:0,n:0,cr:0;
p:(0.655648,0.683093),h:0,n:0,cr:0;
p:(0.676177,0.696777),h:0,n:0,cr:0;
p:(0.681687,0.675478),h:0,n:0,cr:0;
p:(0.67856,0.680701),h:0,n:0,cr:0;
p:(0.693,0.669333),h:0,n:0,cr:0;
p:(0.588288,0.105022),h:0,n:0,cr:0;
p:(0.586549,0.110752),h:0,n:0,cr:0;
p:(0.589876,0.0908131),h:0,n:0,cr:0;
p:(0.582878,0.0956002),h:0,n:0,cr:0;
p:(0.572608,0.114837),h:0,n:0,cr:0;
p:(0.575342,0.11574),h:0,n:0,cr:0;
p:(0.578971,0.112443),h:0,n:0,cr:0;
p:(0.575917,0.0870844),h:0,n:0,cr:0;
p:(0.574935,0.0878089),h:0,n:0,cr:0;
p:(0.572887,0.092909),h:0,n:0,cr:0;
p:(0.575171,0.0977188),h:0,n:0,cr:0;
p:(0.564654,0.0906144),h:0,n:0,cr:0;
p:(0.562469,0.0935382),h:0,n:0,cr:0;
p:(0.584037,0.0737296),h:0,n:0,cr:0;
p:(0.583621,0.0744344),h:0,n:0,cr:0;
p:(0.594068,0.0690788),h:0,n:0,cr:0;
p:(0.57372,0.0593908),h:0,n:0,cr:0;
p:(0.54732,0.0844759),h:0,n:0,cr:0;
p:(0.545778,0.0939953),h:0,n:0,cr:0;
p:(0.555066,0.102402),h:0,n:0,cr:0;
p:(0.549314,0.122871),h:0,n:0,cr:0;
p:(0.552072,0.125205),h:0,n:0,cr:0;
p:(0.543587,0.116323),h:0,n:0,cr:0;
p:(0.585032,0.0305709),h:0,n:0,cr:0;
p:(0.581926,0.0364249),h:0,n:0,cr:0;
p:(0.593283,0.0349647),h:0,n:0,cr:0;
p:(0.585851,0.0190119),h:0,n:0,cr:0;
p:(0.5855,0.0239372),h:0,n:0,cr:0;
p:(0.574646,0.0393918),h:0,n:0,cr:0;
p:(0.575363,0.0350007),h:0,n:0,cr:0;
p:(0.564621,0.0379117),h:0,n:0,cr:0;
p:(0.591729,0.0531395),h:0,n:0,cr:0;
p:(0.590452,0.0537029),h:0,n:0,cr:0;
p:(0.581225,0.0504708),h:0,n:0,cr:0;
p:(0.603767,0.0523814),h:0,n:0,cr:0;
p:(0.553339,0.00961252),h:0,n:0,cr:0;
p:(0.555532,0.0149373),h:0,n:0,cr:0;
p:(0.546307,0.00455368),h:0,n:0,cr:0;
p:(0.560809,0.00513891),h:0,n:0,cr:0;
p:(0.536622,0.0198135),h:0,n:0,cr:0;
p:(0.535343,0.0281031),h:0,n:0,cr:0;
p:(0.601306,0.00196734),h:0,n:0,cr:0;
p:(0.600537,0.0124746),h:0,n:0,cr:0;
p:(0.6656,0.0333637),h:0,n:0,cr:0;
p:(0.664979,0.0381869),h:0,n:0,cr:0;
p:(0.662423,0.024288),h:0,n:0,cr:0;
p:(0.674773,0.0300755),h:0,n:0,cr:0;
p:(0.67746,0.0410134),h:0,n:0,cr:0;
p:(0.669448,0.0157978),h:0,n:0,cr:0;
p:(0.687602,0.00966087),h:0,n:0,cr:0;
p:(0.698889,0.037097),h:0,n:0,cr:0;
p:(0.705204,0.0403768),h:0,n:0,cr:0;
p:(0.697719,0.029309),h:0,n:0,cr:0;
p:(0.648387,0.0525585),h:0,n:0,cr:0;
p:(0.649187,0.052848),h:0,n:0,cr:0;
p:(0.643024,0.0503717),h:0,n:0,cr:0;
p:(0.649667,0.0626999),h:0,n:0,cr:0;
p:(0.66336,0.0529527),h:0,n:0,cr:0;
p:(0.664952,0.055479),h:0,n:0,cr:0;
p:(0.661679,0.0572826),h:0,n:0,cr:0;
p:(0.678777,0.0598798),h:0,n:0,cr:0;
p:(0.65885,0.0791025),h:0,n:0,cr:0;
p:(0.677346,0.079851),h:0,n:0,cr:0;
p:(0.642462,0.0229209),h:0,n:0,cr:0;
p:(0.648152,0.0244018),h:0,n:0,cr:0;
p:(0.627654,0.0319037),h:0,n:0,cr:0;
p:(0.627024,0.0423424),h:0,n:0,cr:0;
p:(0.650263,0.00381852),h:0,n:0,cr:0;
p:(0.646404,0.00487542),h:0,n:0,cr:0;
p:(0.655518,0.0160054),h:0,n:0,cr:0;
p:(0.617304,0.0640776),h:0,n:0,cr:0;
p:(0.628296,0.0669402),h:0,n:0,cr:0;
p:(0.61087,0.077249),h:0,n:0,cr:0;
p:(0.623595,0.096085),h:0,n:0,cr:0;
p:(0.621584,0.104423),h:0,n:0,cr:0;
p:(0.630126,0.0787438),h:0,n:0,cr:0;
p:(0.557714,0.173673),h:0,n:0,cr:0;
p:(0.562265,0.182829),h:0,n:0,cr:0;
p:(0.552367,0.164511),h:0,n:0,cr:0;
p:(0.538311,0.174724),h:0,n:0,cr:0;
p:(0.560455,0.192865),h:0,n:0,cr:0;
p:(0.559799,0.19446),h:0,n:0,cr:0;
p:(0.564486,0.195237),h:0,n:0,cr:0;
p:(0.565603,0.189161),h:0,n:0,cr:0;
p:(0.536487,0.210373),h:0,n:0,cr:0;
p:(0.600218,0.192633),h:0,n:0,cr:0;
p:(0.596756,0.19678),h:0,n:0,cr:0;
p:(0.587959,0.189894),h:0,n:0,cr:0;
p:(0.600792,0.212205),h:0,n:0,cr:0;
p:(0.579483,0.22721),h:0,n:0,cr:0;
p:(0.579765,0.231516),h:0,n:0,cr:0;
p:(0.583072,0.224391),h:0,n:0,cr:0;
p:(0.583517,0.210536),h:0,n:0,cr:0;
p:(0.577725,0.149203),h:0,n:0,cr:0;
p:(0.575622,0.151091),h:0,n:0,cr:0;
p:(0.587452,0.154357),h:0,n:0,cr:0;
p:(0.594496,0.155952),h:0,n:0,cr:0;
p:(0.596432,0.145028),h:0,n:0,cr:0;
p:(0.606206,0.152607),h:0,n:0,cr:0;
p:(0.579489,0.168861),h:0,n:0,cr:0;
p:(0.581055,0.172458),h:0,n:0,cr:0;
p:(0.587392,0.170271),h:0,n:0,cr:0;
p:(0.570273,0.140473),h:0,n:0,cr:0;
p:(0.567564,0.156696),h:0,n:0,cr:0;
p:(0.596509,0.123299),h:0,n:0,cr:0;
p:(0.600022,0.125235),h:0,n:0,cr:0;
p:(0.609601,0.112026),h:0,n:0,cr:0;
p:(0.509294,0.155624),h:0,n:0,cr:0;
p:(0.501198,0.156985),h:0,n:0,cr:0;
p:(0.518694,0.144051),h:0,n:0,cr:0;
p:(0.520483,0.161712),h:0,n:0,cr:0;
p:(0.522685,0.165421),h:0,n:0,cr:0;
p:(0.530142,0.161709),h:0,n:0,cr:0;
p:(0.530703,0.146354),h:0,n:0,cr:0;
p:(0.535971,0.151443),h:0,n:0,cr:0;
p:(0.541736,0.142918),h:0,n:0,cr:0;
p:(0.959028,0.219531),h:0,n:0,cr:0;
p:(0.956133,0.220195),h:0,n:0,cr:0;
p:(0.963201,0.217053),h:0,n:0,cr:0;
p:(0.968522,0.215911),h:0,n:0,cr:0;
p:(0.948849,0.226786),h:0,n:0,cr:0;
p:(0.947401,0.22998),h:0,n:0,cr:0;
p:(0.944055,0.218539),h:0,n:0,cr:0;
p:(0.955751,0.247862),h:0,n:0,cr:0;
p:(0.95386,0.249333),h:0,n:0,cr:0;
p:(0.95848,0.245869),h:0,n:0,cr:0;
p:(0.953148,0.241863),h:0,n:0,cr:0;
p:(0.93697,0.243253),h:0,n:0,cr:0;
p:(0.931676,0.245479),h:0,n:0,cr:0;
p:(0.940765,0.234276),h:0,n:0,cr:0;
p:(0.922891,0.221935),h:0,n:0,cr:0;
p:(0.927065,0.229375),h:0,n:0,cr:0;
p:(0.932611,0.216512),h:0,n:0,cr:0;
p:(0.912059,0.21437),h:0,n:0,cr:0;
p:(0.903706,0.215992),h:0,n:0,cr:0;
p:(0.917935,0.239402),h:0,n:0,cr:0;
p:(0.934325,0.195652),h:0,n:0,cr:0;
p:(0.946855,0.197467),h:0,n:0,cr:0;
p:(0.914567,0.18287),h:0,n:0,cr:0;
p:(0.922585,0.187986),h:0,n:0,cr:0;
p:(0.904099,0.188493),h:0,n:0,cr:0;
p:(0.898772,0.199094),h:0,n:0,cr:0;
p:(0.888421,0.184442),h:0,n:0,cr:0;
p:(0.876976,0.186378),h:0,n:0,cr:0;
p:(0.872947,0.225985),h:0,n:0,cr:0;
p:(0.879306,0.231589),h:0,n:0,cr:0;
p:(0.877763,0.241521),h:0,n:0,cr:0;
p:(0.878794,0.241954),h:0,n:0,cr:0;
p:(0.981761,0.184177),h:0,n:0,cr:0;
p:(0.97981,0.188311),h:0,n:0,cr:0;
p:(0.986299,0.188616),h:0,n:0,cr:0;
p:(0.982661,0.193687),h:0,n:0,cr:0;
p:(0.973207,0.183072),h:0,n:0,cr:0;
p:(0.959127,0.19041),h:0,n:0,cr:0;
p:(0.957189,0.192233),h:0,n:0,cr:0;
p:(0.95594,0.184406),h:0,n:0,cr:0;
p:(0.969546,0.195878),h:0,n:0,cr:0;
p:(0.946464,0.183127),h:0,n:0,cr:0;
p:(0.995573,0.236035),h:0,n:0,cr:0;
p:(0.998325,0.236328),h:0,n:0,cr:0;
p:(0.993962,0.233579),h:0,n:0,cr:0;
p:(0.998884,0.229876),h:0,n:0,cr:0;
p:(0.984625,0.244038),h:0,n:0,cr:0;
p:(0.980063,0.253445),h:0,n:0,cr:0;
p:(0.99535,0.216149),h:0,n:0,cr:0;
p:(0.993078,0.223547),h:0,n:0,cr:0;
p:(0.98096,0.212147),h:0,n:0,cr:0;
p:(0.980608,0.140878),h:0,n:0,cr:0;
p:(0.982491,0.143416),h:0,n:0,cr:0;
p:(0.971498,0.141573),h:0,n:0,cr:0;
p:(0.986952,0.134131),h:0,n:0,cr:0;
p:(0.979896,0.159689),h:0,n:0,cr:0;
p:(0.977706,0.170919),h:0,n:0,cr:0;
p:(0.969819,0.150584),h:0,n:0,cr:0;
p:(0.951128,0.150421),h:0,n:0,cr:0;
p:(0.956827,0.152954),h:0,n:0,cr:0;
p:(0.950336,0.143796),h:0,n:0,cr:0;
p:(0.943985,0.147716),h:0,n:0,cr:0;
p:(0.947385,0.157591),h:0,n:0,cr:0;
p:(0.948066,0.162674),h:0,n:0,cr:0;
p:(0.96086,0.124169),h:0,n:0,cr:0;
p:(0.964887,0.129069),h:0,n:0,cr:0;
p:(0.966629,0.116086),h:0,n:0,cr:0;
p:(0.98033,0.127557),h:0,n:0,cr:0;
p:(0.977418,0.128057),h:0,n:0,cr:0;
p:(0.980712,0.12319),h:0,n:0,cr:0;
p:(0.97344,0.126004),h:0,n:0,cr:0;
p:(0.977183,0.118986),h:0,n:0,cr:0;
p:(0.985342,0.110208),h:0,n:0,cr:0;
p:(0.998632,0.113022),h:0,n:0,cr:0;
p:(0.979257,0.0974995),h:0,n:0,cr:0;
p:(0.999447,0.126726),h:0,n:0,cr:0;
p:(0.916904,0.130232),h:0,n:0,cr:0;
p:(0.911255,0.136125),h:0,n:0,cr:0;
p:(0.919181,0.141618),h:0,n:0,cr:0;
p:(0.904395,0.143775),h:0,n:0,cr:0;
p:(0.916966,0.117414),h:0,n:0,cr:0;
p:(0.920024,0.12203),h:0,n:0,cr:0;
p:(0.903389,0.119183),h:0,n:0,cr:0;
p:(0.932422,0.138699),h:0,n:0,cr:0;
p:(0.929235,0.142511),h:0,n:0,cr:0;
p:(0.943585,0.12884),h:0,n:0,cr:0;
p:(0.922366,0.162253),h:0,n:0,cr:0;
p:(0.915642,0.164119),h:0,n:0,cr:0;
p:(0.930573,0.152352),h:0,n:0,cr:0;
p:(0.910445,0.154487),h:0,n:0,cr:0;
p:(0.933588,0.173326),h:0,n:0,cr:0;
p:(0.866123,0.136393),h:0,n:0,cr:0;
p:(0.87113,0.149948),h:0,n:0,cr:0;
p:(0.881525,0.135486),h:0,n:0,cr:0;
p:(0.875007,0.113628),h:0,n:0,cr:0;
p:(0.886751,0.115519),h:0,n:0,cr:0;
p:(0.887643,0.154421),h:0,n:0,cr:0;
p:(0.634852,0.139549),h:0,n:0,cr:0;
p:(0.638697,0.142402),h:0,n:0,cr:0;
p:(0.624154,0.13968),h:0,n:0,cr:0;
p:(0.645132,0.133814),h:0,n:0,cr:0;
p:(0.645011,0.138562),h:0,n:0,cr:0;
p:(0.631416,0.153019),h:0,n:0,cr:0;
p:(0.653657,0.142783),h:0,n:0,cr:0;
p:(0.653929,0.146435),h:0,n:0,cr:0;
p:(0.648114,0.147573),h:0,n:0,cr:0;
p:(0.659337,0.133042),h:0,n:0,cr:0;
p:(0.650026,0.113179),h:0,n:0,cr:0;
p:(0.631355,0.119026),h:0,n:0,cr:0;
p:(0.690925,0.127253),h:0,n:0,cr:0;
p:(0.689373,0.130209),h:0,n:0,cr:0;
p:(0.695101,0.119975),h:0,n:0,cr:0;
p:(0.688104,0.136181),h:0,n:0,cr:0;
p:(0.679858,0.128451),h:0,n:0,cr:0;
p:(0.697074,0.149644),h:0,n:0,cr:0;
p:(0.671755,0.157626),h:0,n:0,cr:0;
p:(0.666734,0.167257),h:0,n:0,cr:0;
p:(0.679225,0.141814),h:0,n:0,cr:0;
p:(0.656028,0.16941),h:0,n:0,cr:0;
p:(0.656076,0.160386),h:0,n:0,cr:0;
p:(0.722023,0.101707),h:0,n:0,cr:0;
p:(0.722024,0.100887),h:0,n:0,cr:0;
p:(0.719072,0.100087),h:0,n:0,cr:0;
p:(0.727277,0.093513),h:0,n:0,cr:0;
p:(0.727426,0.111234),h:0,n:0,cr:0;
p:(0.725559,0.114536),h:0,n:0,cr:0;
p:(0.71322,0.109073),h:0,n:0,cr:0;
p:(0.718009,0.0878245),h:0,n:0,cr:0;
p:(0.737305,0.118451),h:0,n:0,cr:0;
p:(0.745817,0.130434),h:0,n:0,cr:0;
p:(0.751078,0.112726),h:0,n:0,cr:0;
p:(0.693336,0.0941603),h:0,n:0,cr:0;
p:(0.69732,0.0951382),h:0,n:0,cr:0;
p:(0.678656,0.105533),h:0,n:0,cr:0;
p:(0.731427,0.13208),h:0,n:0,cr:0;
p:(0.729537,0.13218),h:0,n:0,cr:0;
p:(0.734567,0.132645),h:0,n:0,cr:0;
p:(0.733541,0.127232),h:0,n:0,cr:0;
p:(0.724527,0.144104),h:0,n:0,cr:0;
p:(0.729226,0.148228),h:0,n:0,cr:0;
p:(0.717902,0.147834),h:0,n:0,cr:0;
p:(0.716734,0.159513),h:0,n:0,cr:0;
p:(0.724752,0.170562),h:0,n:0,cr:0;
p:(0.74947,0.154503),h:0,n:0,cr:0;
p:(0.754914,0.154857),h:0,n:0,cr:0;
p:(0.748448,0.145128),h:0,n:0,cr:0;
p:(0.7532,0.163857),h:0,n:0,cr:0;
p:(0.758979,0.146716),h:0,n:0,cr:0;
p:(0.774821,0.140544),h:0,n:0,cr:0;
p:(0.77567,0.143131),h:0,n:0,cr:0;
p:(0.778485,0.133299),h:0,n:0,cr:0;
p:(0.735311,0.181074),h:0,n:0,cr:0;
p:(0.737735,0.196985),h:0,n:0,cr:0;
p:(0.751413,0.178274),h:0,n:0,cr:0;
p:(0.760269,0.196365),h:0,n:0,cr:0;
p:(0.760961,0.19757),h:0,n:0,cr:0;
p:(0.767257,0.189807),h:0,n:0,cr:0;
p:(0.706444,0.204548),h:0,n:0,cr:0;
p:(0.70701,0.208675),h:0,n:0,cr:0;
p:(0.712898,0.210279),h:0,n:0,cr:0;
p:(0.698166,0.20999),h:0,n:0,cr:0;
p:(0.72041,0.216111),h:0,n:0,cr:0;
p:(0.720998,0.223136),h:0,n:0,cr:0;
p:(0.699545,0.186968),h:0,n:0,cr:0;
p:(0.699152,0.188885),h:0,n:0,cr:0;
p:(0.702782,0.191438),h:0,n:0,cr:0;
p:(0.693076,0.231585),h:0,n:0,cr:0;
p:(0.691831,0.232996),h:0,n:0,cr:0;
p:(0.699265,0.227404),h:0,n:0,cr:0;
p:(0.676411,0.211318),h:0,n:0,cr:0;
p:(0.675704,0.224387),h:0,n:0,cr:0;
p:(0.660887,0.215224),h:0,n:0,cr:0;
p:(0.654951,0.229752),h:0,n:0,cr:0;
p:(0.6641,0.188484),h:0,n:0,cr:0;
p:(0.65729,0.19037),h:0,n:0,cr:0;
p:(0.673001,0.179601),h:0,n:0,cr:0;
p:(0.682383,0.257172),h:0,n:0,cr:0;
p:(0.683088,0.259321),h:0,n:0,cr:0;
p:(0.684648,0.26369),h:0,n:0,cr:0;
p:(0.673639,0.261805),h:0,n:0,cr:0;
p:(0.694032,0.262702),h:0,n:0,cr:0;
p:(0.682014,0.272567),h:0,n:0,cr:0;
p:(0.69767,0.279914),h:0,n:0,cr:0;
p:(0.673924,0.283095),h:0,n:0,cr:0;
p:(0.67077,0.283492),h:0,n:0,cr:0;
p:(0.681378,0.291035),h:0,n:0,cr:0;
p:(0.668117,0.239318),h:0,n:0,cr:0;
p:(0.669172,0.24721),h:0,n:0,cr:0;
p:(0.656429,0.259952),h:0,n:0,cr:0;
p:(0.644737,0.265846),h:0,n:0,cr:0;
p:(0.721836,0.233729),h:0,n:0,cr:0;
p:(0.726389,0.239799),h:0,n:0,cr:0;
p:(0.713412,0.240345),h:0,n:0,cr:0;
p:(0.711606,0.247964),h:0,n:0,cr:0;
p:(0.731098,0.250702),h:0,n:0,cr:0;
p:(0.723443,0.258371),h:0,n:0,cr:0;
p:(0.750763,0.225276),h:0,n:0,cr:0;
p:(0.753354,0.240944),h:0,n:0,cr:0;
p:(0.624802,0.183788),h:0,n:0,cr:0;
p:(0.625784,0.187922),h:0,n:0,cr:0;
p:(0.626413,0.178019),h:0,n:0,cr:0;
p:(0.637106,0.179007),h:0,n:0,cr:0;
p:(0.633516,0.182549),h:0,n:0,cr:0;
p:(0.644956,0.199134),h:0,n:0,cr:0;
p:(0.643228,0.206199),h:0,n:0,cr:0;
p:(0.604958,0.178798),h:0,n:0,cr:0;
p:(0.610523,0.180069),h:0,n:0,cr:0;
p:(0.613636,0.168108),h:0,n:0,cr:0;
p:(0.62333,0.216149),h:0,n:0,cr:0;
p:(0.639092,0.234),h:0,n:0,cr:0;
p:(0.936304,0.691967),h:0,n:0,cr:0;
p:(0.933949,0.698624),h:0,n:0,cr:0;
p:(0.947763,0.698199),h:0,n:0,cr:0;
p:(0.948168,0.701533),h:0,n:0,cr:0;
p:(0.944497,0.679729),h:0,n:0,cr:0;
p:(0.943091,0.684881),h:0,n:0,cr:0;
p:(0.949249,0.683453),h:0,n:0,cr:0;
p:(0.928637,0.710422),h:0,n:0,cr:0;
p:(0.922759,0.715919),h:0,n:0,cr:0;
p:(0.90968,0.698002),h:0,n:0,cr:0;
p:(0.913766,0.699537),h:0,n:0,cr:0;
p:(0.911594,0.689358),h:0,n:0,cr:0;
p:(0.922693,0.68718),h:0,n:0,cr:0;
p:(0.894171,0.690242),h:0,n:0,cr:0;
p:(0.894893,0.645881),h:0,n:0,cr:0;
p:(0.892473,0.651598),h:0,n:0,cr:0;
p:(0.889703,0.640015),h:0,n:0,cr:0;
p:(0.902758,0.663931),h:0,n:0,cr:0;
p:(0.901022,0.667102),h:0,n:0,cr:0;
p:(0.880825,0.675547),h:0,n:0,cr:0;
p:(0.872049,0.676813),h:0,n:0,cr:0;
p:(0.923845,0.659842),h:0,n:0,cr:0;
p:(0.929936,0.661476),h:0,n:0,cr:0;
p:(0.866209,0.72182),h:0,n:0,cr:0;
p:(0.865953,0.724133),h:0,n:0,cr:0;
p:(0.872483,0.721904),h:0,n:0,cr:0;
p:(0.858295,0.71852),h:0,n:0,cr:0;
p:(0.88206,0.707092),h:0,n:0,cr:0;
p:(0.885328,0.712638),h:0,n:0,cr:0;
p:(0.873622,0.711406),h:0,n:0,cr:0;
p:(0.900983,0.723694),h:0,n:0,cr:0;
p:(0.852168,0.743692),h:0,n:0,cr:0;
p:(0.849949,0.746553),h:0,n:0,cr:0;
p:(0.855371,0.754458),h:0,n:0,cr:0;
p:(0.85104,0.732447),h:0,n:0,cr:0;
p:(0.866189,0.740612),h:0,n:0,cr:0;
p:(0.863561,0.741027),h:0,n:0,cr:0;
p:(0.865259,0.750776),h:0,n:0,cr:0;
p:(0.83528,0.748832),h:0,n:0,cr:0;
p:(0.832969,0.753948),h:0,n:0,cr:0;
p:(0.867654,0.776772),h:0,n:0,cr:0;
p:(0.874615,0.778503),h:0,n:0,cr:0;
p:(0.861028,0.781464),h:0,n:0,cr:0;
p:(0.856915,0.773713),h:0,n:0,cr:0;
p:(0.854326,0.78878),h:0,n:0,cr:0;
p:(0.847839,0.766922),h:0,n:0,cr:0;
p:(0.843663,0.77328),h:0,n:0,cr:0;
p:(0.879178,0.737069),h:0,n:0,cr:0;
p:(0.88702,0.739744),h:0,n:0,cr:0;
p:(0.882721,0.747613),h:0,n:0,cr:0;
p:(0.879997,0.75415),h:0,n:0,cr:0;
p:(0.800867,0.664198),h:0,n:0,cr:0;
p:(0.79821,0.66677),h:0,n:0,cr:0;
p:(0.805997,0.661891),h:0,n:0,cr:0;
p:(0.812855,0.664799),h:0,n:0,cr:0;
p:(0.806759,0.670512),h:0,n:0,cr:0;
p:(0.795405,0.638977),h:0,n:0,cr:0;
p:(0.792618,0.64621),h:0,n:0,cr:0;
p:(0.804826,0.648198),h:0,n:0,cr:0;
p:(0.782709,0.661191),h:0,n:0,cr:0;
p:(0.780921,0.682602),h:0,n:0,cr:0;
p:(0.783489,0.683847),h:0,n:0,cr:0;
p:(0.78737,0.687256),h:0,n:0,cr:0;
p:(0.78618,0.675095),h:0,n:0,cr:0;
p:(0.80079,0.68938),h:0,n:0,cr:0;
p:(0.811062,0.689582),h:0,n:0,cr:0;
p:(0.819091,0.707413),h:0,n:0,cr:0;
p:(0.837326,0.724359),h:0,n:0,cr:0;
p:(0.759162,0.664767),h:0,n:0,cr:0;
p:(0.760588,0.664894),h:0,n:0,cr:0;
p:(0.756882,0.661584),h:0,n:0,cr:0;
p:(0.762278,0.672235),h:0,n:0,cr:0;
p:(0.77023,0.66345),h:0,n:0,cr:0;
p:(0.757215,0.65231),h:0,n:0,cr:0;
p:(0.748807,0.679986),h:0,n:0,cr:0;
p:(0.747789,0.68275),h:0,n:0,cr:0;
p:(0.750622,0.686842),h:0,n:0,cr:0;
p:(0.767592,0.68153),h:0,n:0,cr:0;
p:(0.764711,0.683882),h:0,n:0,cr:0;
p:(0.769256,0.691975),h:0,n:0,cr:0;
p:(0.837351,0.63792),h:0,n:0,cr:0;
p:(0.833595,0.645412),h:0,n:0,cr:0;
