p:(0.460652,0.471639),h:3,n:3,cr:0.744007;
p:(0.626101,0.803434),h:0,n:0,cr:0;
p:(0.714233,0.799678),h:0,n:0,cr:0;
p:(0.645385,0.795537),h:0,n:0,cr:0;
p:(0.736092,0.773503),h:0,n:0,cr:0;
p:(0.725663,0.771367),h:0,n:0,cr:0;
p:(0.646113,0.80367),h:0,n:0,cr:0;
p:(0.650924,0.80208),h:0,n:0,cr:0;
p:(0.71494,0.771027),h:0,n:0,cr:0;
p:(0.750039,0.790295),h:0,n:0,cr:0;
p:(0.634851,0.796494),h:0,n:0,cr:0;
p:(0.7761,0.774365),h:0,n:0,cr:0;
p:(0.772501,0.772933),h:0,n:0,cr:0;
p:(0.754266,0.762444),h:0,n:0,cr:0;
p:(0.766349,0.769741),h:0,n:0,cr:0;
p:(0.68475,0.788277),h:0,n:0,cr:0;
p:(0.735647,0.766437),h:0,n:0,cr:0;
p:(0.674873,0.77632),h:0,n:0,cr:0;
p:(0.745829,0.760141),h:0,n:0,cr:0;
p:(0.73516,0.780509),h:0,n:0,cr:0;
p:(0.645157,0.818735),h:0,n:0,cr:0;
p:(0.644183,0.809439),h:0,n:0,cr:0;
p:(0.705987,0.788989),h:0,n:0,cr:0;
p:(0.725397,0.775572),h:0,n:0,cr:0;
p:(0.75515,0.769133),h:0,n:0,cr:0;
p:(0.75393,0.783486),h:0,n:0,cr:0;
p:(0.712057,0.795489),h:0,n:0,cr:0;
p:(0.672129,0.811287),h:0,n:0,cr:0;
p:(0.659954,0.807806),h:0,n:0,cr:0;
p:(0.707324,0.806275),h:0,n:0,cr:0;
p:(0.632601,0.798929),h:0,n:0,cr:0;
p:(0.681992,0.792446),h:0,n:0,cr:0;
p:(0.681171,0.781146),h:0,n:0,cr:0;
p:(0.676139,0.771289),h:0,n:0,cr:0;
p:(0.715944,0.752145),h:0,n:0,cr:0;
p:(0.717886,0.777746),h:0,n:0,cr:0;
p:(0.72954,0.754958),h:0,n:0,cr:0;
p:(0.656237,0.783764),h:0,n:0,cr:0;
p:(0.638239,0.822484),h:0,n:0,cr:0;
p:(0.693112,0.778198),h:0,n:0,cr:0;
p:(0.688425,0.782528),h:0,n:0,cr:0;
p:(0.728044,0.757723),h:0,n:0,cr:0;
p:(0.646073,0.815166),h:0,n:0,cr:0;
p:(0.679833,0.800558),h:0,n:0,cr:0;
p:(0.728854,0.762818),h:0,n:0,cr:0;
p:(0.752864,0.778467),h:0,n:0,cr:0;
p:(0.793657,0.548042),h:0,n:0,cr:0;
p:(0.814139,0.594497),h:0,n:0,cr:0;
p:(0.822426,0.577678),h:0,n:0,cr:0;
p:(0.787197,0.517722),h:0,n:0,cr:0;
p:(0.815991,0.515713),h:0,n:0,cr:0;
p:(0.787733,0.56463),h:0,n:0,cr:0;
p:(0.802262,0.579678),h:0,n:0,cr:0;
p:(0.804596,0.533165),h:0,n:0,cr:0;
p:(0.799917,0.520012),h:0,n:0,cr:0;
p:(0.81156,0.605827),h:0,n:0,cr:0;
p:(0.786766,0.54208),h:0,n:0,cr:0;
p:(0.829072,0.607557),h:0,n:0,cr:0;
p:(0.812218,0.569026),h:0,n:0,cr:0;
p:(0.779191,0.544624),h:0,n:0,cr:0;
p:(0.804001,0.5137),h:0,n:0,cr:0;
p:(0.822265,0.569807),h:0,n:0,cr:0;
p:(0.804533,0.577497),h:0,n:0,cr:0;
p:(0.81445,0.584522),h:0,n:0,cr:0;
p:(0.82136,0.560872),h:0,n:0,cr:0;
p:(0.798567,0.57261),h:0,n:0,cr:0;
p:(0.819316,0.587238),h:0,n:0,cr:0;
p:(0.810671,0.54858),h:0,n:0,cr:0;
p:(0.801364,0.520221),h:0,n:0,cr:0;
p:(0.789286,0.568404),h:0,n:0,cr:0;
p:(0.805374,0.519818),h:0,n:0,cr:0;
p:(0.820941,0.569276),h:0,n:0,cr:0;
p:(0.791943,0.5729),h:0,n:0,cr:0;
p:(0.822137,0.532799),h:0,n:0,cr:0;
p:(0.82251,0.588771),h:0,n:0,cr:0;
p:(0.820436,0.520865),h:0,n:0,cr:0;
p:(0.78379,0.548535),h:0,n:0,cr:0;
p:(0.790245,0.527886),h:0,n:0,cr:0;
p:(0.786504,0.569118),h:0,n:0,cr:0;
p:(0.778137,0.533652),h:0,n:0,cr:0;
p:(0.795422,0.581774),h:0,n:0,cr:0;
p:(0.823735,0.575753),h:0,n:0,cr:0;
p:(0.823248,0.5791),h:0,n:0,cr:0;
p:(0.815063,0.559637),h:0,n:0,cr:0;
p:(0.805433,0.5916),h:0,n:0,cr:0;
p:(0.808506,0.523089),h:0,n:0,cr:0;
p:(0.809057,0.586218),h:0,n:0,cr:0;
p:(0.785111,0.559771),h:0,n:0,cr:0;
p:(0.783428,0.523553),h:0,n:0,cr:0;
p:(0.852411,0.600763),h:0,n:0,cr:0;
p:(0.831323,0.549238),h:0,n:0,cr:0;
p:(0.845255,0.593867),h:0,n:0,cr:0;
p:(0.823559,0.524181),h:0,n:0,cr:0;
p:(0.842017,0.564764),h:0,n:0,cr:0;
p:(0.831336,0.526423),h:0,n:0,cr:0;
p:(0.8481,0.574764),h:0,n:0,cr:0;
p:(0.846643,0.592151),h:0,n:0,cr:0;
p:(0.82726,0.543729),h:0,n:0,cr:0;
p:(0.837573,0.561309),h:0,n:0,cr:0;
p:(0.841534,0.610473),h:0,n:0,cr:0;
p:(0.830794,0.587793),h:0,n:0,cr:0;
p:(0.837156,0.604711),h:0,n:0,cr:0;
p:(0.844316,0.593692),h:0,n:0,cr:0;
p:(0.840461,0.617229),h:0,n:0,cr:0;
p:(0.831653,0.591031),h:0,n:0,cr:0;
p:(0.834493,0.584378),h:0,n:0,cr:0;
p:(0.78172,0.578167),h:0,n:0,cr:0;
p:(0.781646,0.580389),h:0,n:0,cr:0;
p:(0.780569,0.584231),h:0,n:0,cr:0;
p:(0.803327,0.60297),h:0,n:0,cr:0;
p:(0.769068,0.595642),h:0,n:0,cr:0;
p:(0.856826,0.909512),h:0,n:0,cr:0;
p:(0.847523,0.959096),h:0,n:0,cr:0;
p:(0.859687,0.85913),h:0,n:0,cr:0;
p:(0.857159,0.865927),h:0,n:0,cr:0;
p:(0.850806,0.942188),h:0,n:0,cr:0;
p:(0.88002,0.909638),h:0,n:0,cr:0;
p:(0.854973,0.936856),h:0,n:0,cr:0;
p:(0.859802,0.914473),h:0,n:0,cr:0;
p:(0.850647,0.894797),h:0,n:0,cr:0;
p:(0.86656,0.897631),h:0,n:0,cr:0;
p:(0.861267,0.950961),h:0,n:0,cr:0;
p:(0.847716,0.924086),h:0,n:0,cr:0;
p:(0.847332,0.937107),h:0,n:0,cr:0;
p:(0.867769,0.894831),h:0,n:0,cr:0;
p:(0.867921,0.940324),h:0,n:0,cr:0;
p:(0.86466,0.941657),h:0,n:0,cr:0;
p:(0.852194,0.939083),h:0,n:0,cr:0;
p:(0.874213,0.949807),h:0,n:0,cr:0;
p:(0.842568,0.971903),h:0,n:0,cr:0;
p:(0.855177,0.948358),h:0,n:0,cr:0;
p:(0.876569,0.897874),h:0,n:0,cr:0;
p:(0.865926,0.943812),h:0,n:0,cr:0;
p:(0.878876,0.923909),h:0,n:0,cr:0;
p:(0.854818,0.910313),h:0,n:0,cr:0;
p:(0.888778,0.956502),h:0,n:0,cr:0;
p:(0.865068,0.855913),h:0,n:0,cr:0;
p:(0.854782,0.914823),h:0,n:0,cr:0;
p:(0.868903,0.961374),h:0,n:0,cr:0;
p:(0.85921,0.885977),h:0,n:0,cr:0;
p:(0.849826,0.858749),h:0,n:0,cr:0;
p:(0.852677,0.928534),h:0,n:0,cr:0;
p:(0.858695,0.928563),h:0,n:0,cr:0;
p:(0.885512,0.956697),h:0,n:0,cr:0;
p:(0.881548,0.946461),h:0,n:0,cr:0;
p:(0.86778,0.892459),h:0,n:0,cr:0;
p:(0.875749,0.908817),h:0,n:0,cr:0;
p:(0.807725,0.919026),h:0,n:0,cr:0;
p:(0.833239,0.925377),h:0,n:0,cr:0;
p:(0.815549,0.926068),h:0,n:0,cr:0;
p:(0.820926,0.968395),h:0,n:0,cr:0;
p:(0.821129,0.892815),h:0,n:0,cr:0;
p:(0.829569,0.91625),h:0,n:0,cr:0;
p:(0.823659,0.89501),h:0,n:0,cr:0;
p:(0.814794,0.895125),h:0,n:0,cr:0;
p:(0.809503,0.962958),h:0,n:0,cr:0;
p:(0.829717,0.917979),h:0,n:0,cr:0;
p:(0.825596,0.968939),h:0,n:0,cr:0;
p:(0.816645,0.912683),h:0,n:0,cr:0;
p:(0.811709,0.975807),h:0,n:0,cr:0;
p:(0.798683,0.946698),h:0,n:0,cr:0;
p:(0.81489,0.916378),h:0,n:0,cr:0;
p:(0.815716,0.991274),h:0,n:0,cr:0;
p:(0.826066,0.944836),h:0,n:0,cr:0;
p:(0.825095,0.969329),h:0,n:0,cr:0;
p:(0.823587,0.912309),h:0,n:0,cr:0;
p:(0.823816,0.973751),h:0,n:0,cr:0;
p:(0.814453,0.983048),h:0,n:0,cr:0;
p:(0.83792,0.876848),h:0,n:0,cr:0;
p:(0.839185,0.942896),h:0,n:0,cr:0;
p:(0.842607,0.915094),h:0,n:0,cr:0;
p:(0.815854,0.892846),h:0,n:0,cr:0;
p:(0.813484,0.882393),h:0,n:0,cr:0;
p:(0.820253,0.963245),h:0,n:0,cr:0;
p:(0.828167,0.937743),h:0,n:0,cr:0;
p:(0.832759,0.861663),h:0,n:0,cr:0;
p:(0.825269,0.9732),h:0,n:0,cr:0;
p:(0.842206,0.929188),h:0,n:0,cr:0;
p:(0.81488,0.875861),h:0,n:0,cr:0;
p:(0.826313,0.867847),h:0,n:0,cr:0;
p:(0.805989,0.885314),h:0,n:0,cr:0;
p:(0.806254,0.977268),h:0,n:0,cr:0;
p:(0.838057,0.878366),h:0,n:0,cr:0;
p:(0.824453,0.896586),h:0,n:0,cr:0;
p:(0.803806,0.889878),h:0,n:0,cr:0;
p:(0.811521,0.991954),h:0,n:0,cr:0;
p:(0.838511,0.961972),h:0,n:0,cr:0;
p:(0.825551,0.980598),h:0,n:0,cr:0;
p:(0.835942,0.936401),h:0,n:0,cr:0;
p:(0.873271,0.831038),h:0,n:0,cr:0;
p:(0.836828,0.818128),h:0,n:0,cr:0;
p:(0.849272,0.831462),h:0,n:0,cr:0;
p:(0.832555,0.812997),h:0,n:0,cr:0;
p:(0.860587,0.804641),h:0,n:0,cr:0;
p:(0.859479,0.848023),h:0,n:0,cr:0;
p:(0.840409,0.802663),h:0,n:0,cr:0;
p:(0.867127,0.827268),h:0,n:0,cr:0;
p:(0.863891,0.789231),h:0,n:0,cr:0;
p:(0.812821,0.840433),h:0,n:0,cr:0;
p:(0.860296,0.801065),h:0,n:0,cr:0;
p:(0.807067,0.852032),h:0,n:0,cr:0;
p:(0.853671,0.787929),h:0,n:0,cr:0;
p:(0.875478,0.848144),h:0,n:0,cr:0;
p:(0.84601,0.796793),h:0,n:0,cr:0;
p:(0.814815,0.840972),h:0,n:0,cr:0;
p:(0.878748,0.792169),h:0,n:0,cr:0;
p:(0.848133,0.783528),h:0,n:0,cr:0;
p:(0.857493,0.814989),h:0,n:0,cr:0;
p:(0.854038,0.779313),h:0,n:0,cr:0;
p:(0.812064,0.837813),h:0,n:0,cr:0;
p:(0.804702,0.831739),h:0,n:0,cr:0;
p:(0.858777,0.820326),h:0,n:0,cr:0;
p:(0.841378,0.815678),h:0,n:0,cr:0;
p:(0.826409,0.793887),h:0,n:0,cr:0;
p:(0.872102,0.817384),h:0,n:0,cr:0;
p:(0.869133,0.814833),h:0,n:0,cr:0;
p:(0.821438,0.798941),h:0,n:0,cr:0;
p:(0.85045,0.855479),h:0,n:0,cr:0;
p:(0.876853,0.839062),h:0,n:0,cr:0;
p:(0.863599,0.819322),h:0,n:0,cr:0;
p:(0.854469,0.805731),h:0,n:0,cr:0;
p:(0.842804,0.853128),h:0,n:0,cr:0;
p:(0.845347,0.834712),h:0,n:0,cr:0;
p:(0.868607,0.819611),h:0,n:0,cr:0;
p:(0.817257,0.813387),h:0,n:0,cr:0;
p:(0.858635,0.85467),h:0,n:0,cr:0;
p:(0.817752,0.851917),h:0,n:0,cr:0;
p:(0.840472,0.800957),h:0,n:0,cr:0;
p:(0.863521,0.817664),h:0,n:0,cr:0;
p:(0.871742,0.803779),h:0,n:0,cr:0;
p:(0.828371,0.821792),h:0,n:0,cr:0;
p:(0.872621,0.830397),h:0,n:0,cr:0;
p:(0.833057,0.829703),h:0,n:0,cr:0;
p:(0.817191,0.85781),h:0,n:0,cr:0;
p:(0.833009,0.783748),h:0,n:0,cr:0;
p:(0.803396,0.827703),h:0,n:0,cr:0;
p:(0.822406,0.855373),h:0,n:0,cr:0;
p:(0.827657,0.822631),h:0,n:0,cr:0;
p:(0.823938,0.788107),h:0,n:0,cr:0;
p:(0.86691,0.804677),h:0,n:0,cr:0;
p:(0.860654,0.781953),h:0,n:0,cr:0;
p:(0.843263,0.844617),h:0,n:0,cr:0;
p:(0.95223,0.916195),h:0,n:0,cr:0;
p:(0.950252,0.920128),h:0,n:0,cr:0;
p:(0.958637,0.91893),h:0,n:0,cr:0;
p:(0.943051,0.916273),h:0,n:0,cr:0;
p:(0.909643,0.873979),h:0,n:0,cr:0;
p:(0.910227,0.867197),h:0,n:0,cr:0;
p:(0.941243,0.880725),h:0,n:0,cr:0;
p:(0.931338,0.900163),h:0,n:0,cr:0;
p:(0.995298,0.903662),h:0,n:0,cr:0;
p:(0.946461,0.862016),h:0,n:0,cr:0;
p:(0.981637,0.886116),h:0,n:0,cr:0;
p:(0.977227,0.897897),h:0,n:0,cr:0;
p:(0.93164,0.872863),h:0,n:0,cr:0;
p:(0.969926,0.908886),h:0,n:0,cr:0;
p:(0.982038,0.9042),h:0,n:0,cr:0;
p:(0.94682,0.926185),h:0,n:0,cr:0;
p:(0.921595,0.85936),h:0,n:0,cr:0;
p:(0.970855,0.883469),h:0,n:0,cr:0;
p:(0.975868,0.886438),h:0,n:0,cr:0;
p:(0.912304,0.871205),h:0,n:0,cr:0;
p:(0.972181,0.89128),h:0,n:0,cr:0;
p:(0.997837,0.900017),h:0,n:0,cr:0;
p:(0.980207,0.869524),h:0,n:0,cr:0;
p:(0.958072,0.875349),h:0,n:0,cr:0;
p:(0.990288,0.885571),h:0,n:0,cr:0;
p:(0.99633,0.895465),h:0,n:0,cr:0;
p:(0.937345,0.900408),h:0,n:0,cr:0;
p:(0.933581,0.877103),h:0,n:0,cr:0;
p:(0.989147,0.893067),h:0,n:0,cr:0;
p:(0.942885,0.902747),h:0,n:0,cr:0;
p:(0.940787,0.884025),h:0,n:0,cr:0;
p:(0.945314,0.916266),h:0,n:0,cr:0;
p:(0.987225,0.905205),h:0,n:0,cr:0;
p:(0.927937,0.892839),h:0,n:0,cr:0;
p:(0.950474,0.912255),h:0,n:0,cr:0;
p:(0.944205,0.887277),h:0,n:0,cr:0;
p:(0.94046,0.900624),h:0,n:0,cr:0;
p:(0.887197,0.933273),h:0,n:0,cr:0;
p:(0.889553,0.945502),h:0,n:0,cr:0;
p:(0.897883,0.899521),h:0,n:0,cr:0;
p:(0.900896,0.875604),h:0,n:0,cr:0;
p:(0.888348,0.907046),h:0,n:0,cr:0;
p:(0.909686,0.886031),h:0,n:0,cr:0;
p:(0.905452,0.899026),h:0,n:0,cr:0;
p:(0.919869,0.901503),h:0,n:0,cr:0;
p:(0.885723,0.930072),h:0,n:0,cr:0;
p:(0.926825,0.910843),h:0,n:0,cr:0;
p:(0.881924,0.893055),h:0,n:0,cr:0;
p:(0.905036,0.921365),h:0,n:0,cr:0;
p:(0.942233,0.925251),h:0,n:0,cr:0;
p:(0.923332,0.928086),h:0,n:0,cr:0;
p:(0.90922,0.936832),h:0,n:0,cr:0;
p:(0.907401,0.906112),h:0,n:0,cr:0;
p:(0.900538,0.893911),h:0,n:0,cr:0;
p:(0.925076,0.898837),h:0,n:0,cr:0;
p:(0.899103,0.881604),h:0,n:0,cr:0;
p:(0.896683,0.876456),h:0,n:0,cr:0;
p:(0.887244,0.887946),h:0,n:0,cr:0;
p:(0.882722,0.905482),h:0,n:0,cr:0;
p:(0.919312,0.894612),h:0,n:0,cr:0;
p:(0.91732,0.894355),h:0,n:0,cr:0;
p:(0.897052,0.941013),h:0,n:0,cr:0;
p:(0.926791,0.933478),h:0,n:0,cr:0;
p:(0.900208,0.919193),h:0,n:0,cr:0;
p:(0.904071,0.941342),h:0,n:0,cr:0;
p:(0.918091,0.927204),h:0,n:0,cr:0;
p:(0.907854,0.87511),h:0,n:0,cr:0;
p:(0.909239,0.898204),h:0,n:0,cr:0;
p:(0.889978,0.90234),h:0,n:0,cr:0;
p:(0.93302,0.913504),h:0,n:0,cr:0;
p:(0.895236,0.933014),h:0,n:0,cr:0;
p:(0.907578,0.929439),h:0,n:0,cr:0;
p:(0.907751,0.902494),h:0,n:0,cr:0;
p:(0.888574,0.945891),h:0,n:0,cr:0;
p:(0.880959,0.892114),h:0,n:0,cr:0;
p:(0.911133,0.886625),h:0,n:0,cr:0;
p:(0.900307,0.949841),h:0,n:0,cr:0;
p:(0.89754,0.895247),h:0,n:0,cr:0;
p:(0.902208,0.85092),h:0,n:0,cr:0;
p:(0.913027,0.819695),h:0,n:0,cr:0;
p:(0.897055,0.844113),h:0,n:0,cr:0;
p:(0.940837,0.825895),h:0,n:0,cr:0;
p:(0.926364,0.844482),h:0,n:0,cr:0;
p:(0.927623,0.846611),h:0,n:0,cr:0;
p:(0.884543,0.794247),h:0,n:0,cr:0;
p:(0.906126,0.843179),h:0,n:0,cr:0;
p:(0.897541,0.780595),h:0,n:0,cr:0;
p:(0.904971,0.77738),h:0,n:0,cr:0;
p:(0.910267,0.80044),h:0,n:0,cr:0;
p:(0.898471,0.804625),h:0,n:0,cr:0;
p:(0.923364,0.813177),h:0,n:0,cr:0;
p:(0.926749,0.837454),h:0,n:0,cr:0;
p:(0.89013,0.782633),h:0,n:0,cr:0;
p:(0.897136,0.852104),h:0,n:0,cr:0;
p:(0.940271,0.824109),h:0,n:0,cr:0;
p:(0.894651,0.789437),h:0,n:0,cr:0;
p:(0.916476,0.853167),h:0,n:0,cr:0;
p:(0.891737,0.832436),h:0,n:0,cr:0;
p:(0.930894,0.84122),h:0,n:0,cr:0;
p:(0.936566,0.81338),h:0,n:0,cr:0;
p:(0.889699,0.852028),h:0,n:0,cr:0;
p:(0.917038,0.820316),h:0,n:0,cr:0;
p:(0.892062,0.823676),h:0,n:0,cr:0;
p:(0.932895,0.85059),h:0,n:0,cr:0;
p:(0.91376,0.77753),h:0,n:0,cr:0;
p:(0.886644,0.775776),h:0,n:0,cr:0;
p:(0.892059,0.782457),h:0,n:0,cr:0;
p:(0.909961,0.796378),h:0,n:0,cr:0;
p:(0.89719,0.833322),h:0,n:0,cr:0;
p:(0.927738,0.816534),h:0,n:0,cr:0;
p:(0.901612,0.773995),h:0,n:0,cr:0;
p:(0.89943,0.800462),h:0,n:0,cr:0;
p:(0.912294,0.797806),h:0,n:0,cr:0;
p:(0.945363,0.833685),h:0,n:0,cr:0;
p:(0.889697,0.803831),h:0,n:0,cr:0;
p:(0.929385,0.850492),h:0,n:0,cr:0;
p:(0.947813,0.850084),h:0,n:0,cr:0;
p:(0.928118,0.79587),h:0,n:0,cr:0;
p:(0.88811,0.829496),h:0,n:0,cr:0;
p:(0.930996,0.796455),h:0,n:0,cr:0;
p:(0.918479,0.781342),h:0,n:0,cr:0;
p:(0.864579,0.492399),h:0,n:0,cr:0;
p:(0.845325,0.460535),h:0,n:0,cr:0;
p:(0.8511,0.484641),h:0,n:0,cr:0;
p:(0.882596,0.461486),h:0,n:0,cr:0;
p:(0.847139,0.511992),h:0,n:0,cr:0;
p:(0.86812,0.48128),h:0,n:0,cr:0;
p:(0.867569,0.432147),h:0,n:0,cr:0;
p:(0.887879,0.442955),h:0,n:0,cr:0;
p:(0.870954,0.480388),h:0,n:0,cr:0;
p:(0.857318,0.451065),h:0,n:0,cr:0;
p:(0.881087,0.430293),h:0,n:0,cr:0;
p:(0.876075,0.462284),h:0,n:0,cr:0;
p:(0.850061,0.474132),h:0,n:0,cr:0;
p:(0.844207,0.431896),h:0,n:0,cr:0;
p:(0.859225,0.449588),h:0,n:0,cr:0;
p:(0.86508,0.498922),h:0,n:0,cr:0;
p:(0.887565,0.466439),h:0,n:0,cr:0;
p:(0.852826,0.413323),h:0,n:0,cr:0;
p:(0.851882,0.444182),h:0,n:0,cr:0;
p:(0.894109,0.433237),h:0,n:0,cr:0;
p:(0.840451,0.463813),h:0,n:0,cr:0;
p:(0.886873,0.421145),h:0,n:0,cr:0;
p:(0.87202,0.496034),h:0,n:0,cr:0;
p:(0.852882,0.477861),h:0,n:0,cr:0;
p:(0.8646,0.479361),h:0,n:0,cr:0;
p:(0.845956,0.485677),h:0,n:0,cr:0;
p:(0.894152,0.452137),h:0,n:0,cr:0;
p:(0.841841,0.497047),h:0,n:0,cr:0;
p:(0.863869,0.488578),h:0,n:0,cr:0;
p:(0.854225,0.436819),h:0,n:0,cr:0;
p:(0.864461,0.437176),h:0,n:0,cr:0;
p:(0.847885,0.494183),h:0,n:0,cr:0;
p:(0.868349,0.440741),h:0,n:0,cr:0;
p:(0.883831,0.417311),h:0,n:0,cr:0;
p:(0.851298,0.411351),h:0,n:0,cr:0;
p:(0.869707,0.446788),h:0,n:0,cr:0;
p:(0.863294,0.467236),h:0,n:0,cr:0;
p:(0.846599,0.449951),h:0,n:0,cr:0;
p:(0.882081,0.452177),h:0,n:0,cr:0;
p:(0.832609,0.515049),h:0,n:0,cr:0;
p:(0.820146,0.50741),h:0,n:0,cr:0;
p:(0.819102,0.473045),h:0,n:0,cr:0;
p:(0.814982,0.41515),h:0,n:0,cr:0;
p:(0.822086,0.480859),h:0,n:0,cr:0;
p:(0.824853,0.408875),h:0,n:0,cr:0;
p:(0.835409,0.438045),h:0,n:0,cr:0;
p:(0.794786,0.490673),h:0,n:0,cr:0;
p:(0.813761,0.464878),h:0,n:0,cr:0;
p:(0.805354,0.454599),h:0,n:0,cr:0;
p:(0.830275,0.437534),h:0,n:0,cr:0;
p:(0.837632,0.486538),h:0,n:0,cr:0;
p:(0.816552,0.43671),h:0,n:0,cr:0;
p:(0.795033,0.500568),h:0,n:0,cr:0;
p:(0.835705,0.447237),h:0,n:0,cr:0;
p:(0.794109,0.434276),h:0,n:0,cr:0;
p:(0.810497,0.443962),h:0,n:0,cr:0;
p:(0.815209,0.437449),h:0,n:0,cr:0;
p:(0.8325,0.433546),h:0,n:0,cr:0;
p:(0.828681,0.418664),h:0,n:0,cr:0;
p:(0.80831,0.488048),h:0,n:0,cr:0;
p:(0.797715,0.490888),h:0,n:0,cr:0;
p:(0.795873,0.464861),h:0,n:0,cr:0;
p:(0.813673,0.460682),h:0,n:0,cr:0;
p:(0.824921,0.471779),h:0,n:0,cr:0;
p:(0.789072,0.416191),h:0,n:0,cr:0;
p:(0.809269,0.48169),h:0,n:0,cr:0;
p:(0.809632,0.487383),h:0,n:0,cr:0;
p:(0.805668,0.444685),h:0,n:0,cr:0;
p:(0.816354,0.452576),h:0,n:0,cr:0;
p:(0.823816,0.504591),h:0,n:0,cr:0;
p:(0.802727,0.491096),h:0,n:0,cr:0;
p:(0.825656,0.441082),h:0,n:0,cr:0;
p:(0.818762,0.488781),h:0,n:0,cr:0;
p:(0.784133,0.429675),h:0,n:0,cr:0;
p:(0.795962,0.490754),h:0,n:0,cr:0;
p:(0.800351,0.482327),h:0,n:0,cr:0;
p:(0.812166,0.442704),h:0,n:0,cr:0;
p:(0.826964,0.415838),h:0,n:0,cr:0;
p:(0.833685,0.466922),h:0,n:0,cr:0;
p:(0.834149,0.520482),h:0,n:0,cr:0;
p:(0.738959,0.932485),h:0,n:0,cr:0;
p:(0.761612,0.963505),h:0,n:0,cr:0;
p:(0.747277,0.934181),h:0,n:0,cr:0;
p:(0.745008,0.970042),h:0,n:0,cr:0;
p:(0.769074,0.989541),h:0,n:0,cr:0;
p:(0.726575,0.967568),h:0,n:0,cr:0;
p:(0.724562,0.968549),h:0,n:0,cr:0;
p:(0.715939,0.982895),h:0,n:0,cr:0;
p:(0.786815,0.972328),h:0,n:0,cr:0;
p:(0.752233,0.975187),h:0,n:0,cr:0;
p:(0.716242,0.994378),h:0,n:0,cr:0;
p:(0.772868,0.977834),h:0,n:0,cr:0;
p:(0.715045,0.9679),h:0,n:0,cr:0;
p:(0.728998,0.994905),h:0,n:0,cr:0;
p:(0.733636,0.980741),h:0,n:0,cr:0;
p:(0.732163,0.963799),h:0,n:0,cr:0;
p:(0.769247,0.997175),h:0,n:0,cr:0;
p:(0.767507,0.9926),h:0,n:0,cr:0;
p:(0.802652,0.989049),h:0,n:0,cr:0;
p:(0.720447,0.987959),h:0,n:0,cr:0;
p:(0.73776,0.989706),h:0,n:0,cr:0;
p:(0.772083,0.96999),h:0,n:0,cr:0;
p:(0.720977,0.9803),h:0,n:0,cr:0;
p:(0.738835,0.997384),h:0,n:0,cr:0;
p:(0.724337,0.956857),h:0,n:0,cr:0;
p:(0.787188,0.992481),h:0,n:0,cr:0;
p:(0.740744,0.95311),h:0,n:0,cr:0;
p:(0.754952,0.952918),h:0,n:0,cr:0;
p:(0.788838,0.99252),h:0,n:0,cr:0;
p:(0.71725,0.973017),h:0,n:0,cr:0;
p:(0.730432,0.988102),h:0,n:0,cr:0;
p:(0.748552,0.936739),h:0,n:0,cr:0;
p:(0.76994,0.9711),h:0,n:0,cr:0;
p:(0.736498,0.960883),h:0,n:0,cr:0;
p:(0.713654,0.999196),h:0,n:0,cr:0;
p:(0.708474,0.975672),h:0,n:0,cr:0;
p:(0.727846,0.950235),h:0,n:0,cr:0;
p:(0.726469,0.994405),h:0,n:0,cr:0;
p:(0.741609,0.952397),h:0,n:0,cr:0;
p:(0.746892,0.971767),h:0,n:0,cr:0;
p:(0.799403,0.99557),h:0,n:0,cr:0;
p:(0.739225,0.999373),h:0,n:0,cr:0;
p:(0.788519,0.967208),h:0,n:0,cr:0;
p:(0.704013,0.97908),h:0,n:0,cr:0;
p:(0.772378,0.959853),h:0,n:0,cr:0;
p:(0.745708,0.99244),h:0,n:0,cr:0;
p:(0.736796,0.944524),h:0,n:0,cr:0;
p:(0.684219,0.910972),h:0,n:0,cr:0;
p:(0.630243,0.923513),h:0,n:0,cr:0;
p:(0.65388,0.916523),h:0,n:0,cr:0;
p:(0.640113,0.927706),h:0,n:0,cr:0;
p:(0.645506,0.918992),h:0,n:0,cr:0;
p:(0.654299,0.892051),h:0,n:0,cr:0;
p:(0.649603,0.910142),h:0,n:0,cr:0;
p:(0.602221,0.931535),h:0,n:0,cr:0;
p:(0.599119,0.890718),h:0,n:0,cr:0;
p:(0.588846,0.897011),h:0,n:0,cr:0;
p:(0.630655,0.894532),h:0,n:0,cr:0;
p:(0.647429,0.890086),h:0,n:0,cr:0;
p:(0.665494,0.922876),h:0,n:0,cr:0;
p:(0.691367,0.910458),h:0,n:0,cr:0;
p:(0.625473,0.944809),h:0,n:0,cr:0;
p:(0.655881,0.918494),h:0,n:0,cr:0;
p:(0.684384,0.907212),h:0,n:0,cr:0;
p:(0.614782,0.892203),h:0,n:0,cr:0;
p:(0.625314,0.921405),h:0,n:0,cr:0;
p:(0.630343,0.947204),h:0,n:0,cr:0;
p:(0.593586,0.953358),h:0,n:0,cr:0;
p:(0.634943,0.938695),h:0,n:0,cr:0;
p:(0.617848,0.946666),h:0,n:0,cr:0;
p:(0.603603,0.917327),h:0,n:0,cr:0;
p:(0.65842,0.93513),h:0,n:0,cr:0;
p:(0.639866,0.939561),h:0,n:0,cr:0;
p:(0.594146,0.918517),h:0,n:0,cr:0;
p:(0.641106,0.880204),h:0,n:0,cr:0;
